PassengerId,Survived,Age,Title_Mr,FarePerPerson,FareLog,Title_Miss,Pclass,Title_Mrs,SibSp,Cabin_Missing,Parch,Age_Missing,Embarked_S
1,0,-0.5834320775681558,0.8505317485662419,-0.8060260952166589,-0.937738268996525,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,0.4327933656785018,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
2,1,0.742685221190076,-1.175735064194511,1.2376011133218938,1.5630645439328383,-0.5118980953829163,-1.5661069258891576,2.4640269015229057,0.4327933656785018,-1.8351149988007645,-0.4736736092984604,-0.4978947274915307,-1.6238025415294657
3,1,-0.2519027528785979,-1.175735064194511,-0.5050005816645533,-0.843592637875174,1.9535138126504803,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
4,1,0.4940382276729075,-1.175735064194511,0.7988599276163693,1.3135995861484342,-0.5118980953829163,-1.5661069258891576,2.4640269015229057,0.4327933656785018,-1.8351149988007645,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
5,0,0.4940382276729075,0.8505317485662419,-0.4962498399915269,-0.8269425125655973,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
6,0,-0.0861380905338189,0.8505317485662419,-0.4676664173907539,-0.7741159067902044,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,-1.6238025415294657
7,0,2.068802519948308,0.8505317485662419,2.5708851164042,1.2858981406057086,-0.5118980953829163,-1.5661069258891576,-0.4058397249567138,-0.4745451962498395,-1.8351149988007645,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
8,0,-2.199637535429751,-1.175735064194511,-0.7647225945199747,0.2405108340796102,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,2.247470489535184,0.5449249778098338,0.7676298785983874,-0.4978947274915307,0.6158384251930635
9,1,-0.1690204217062084,-1.175735064194511,-0.7999985843522783,-0.4759587381964322,-0.5118980953829163,0.8273772438659699,2.4640269015229057,-0.4745451962498395,0.5449249778098338,2.008933366495236,-0.4978947274915307,0.6158384251930635
10,1,-1.2464907269472718,-1.175735064194511,-0.0072303929294623,0.6497152650803806,-0.5118980953829163,-0.3693648410115938,2.4640269015229057,0.4327933656785018,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,-1.6238025415294657
11,1,-2.075314038671167,-1.175735064194511,-0.67009790789565,-0.0239113973566657,1.9535138126504803,0.8273772438659699,-0.4058397249567138,0.4327933656785018,-1.8351149988007645,0.7676298785983874,-0.4978947274915307,0.6158384251930635
12,1,2.1102436855345026,-1.175735064194511,0.7988599276163693,0.5057419413731775,1.9535138126504803,-1.5661069258891576,-0.4058397249567138,-0.4745451962498395,-1.8351149988007645,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
13,0,-0.7491967399129349,0.8505317485662419,-0.4962498399915269,-0.8269425125655973,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
14,0,0.8255675523624655,0.8505317485662419,-0.7470210942213957,0.6952352921999051,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,0.4327933656785018,0.5449249778098338,5.73284383018578,-0.4978947274915307,0.6158384251930635
15,0,-1.2464907269472718,-1.175735064194511,-0.5099570017481555,-0.8531270238554911,1.9535138126504803,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
16,1,2.1102436855345026,-1.175735064194511,0.0602973304129473,-0.0722169303782028,-0.5118980953829163,-0.3693648410115938,2.4640269015229057,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
17,0,-2.199637535429751,-1.175735064194511,-0.7199771354319,0.6127084536079945,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,3.1548090514635256,0.5449249778098338,0.7676298785983874,-0.4978947274915307,-1.6238025415294657
18,1,-0.0861380905338189,0.8505317485662419,-0.1497204697396845,-0.3046458931962617,-0.5118980953829163,-0.3693648410115938,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,0.6158384251930635
19,0,0.1625089029833495,-1.175735064194511,-0.4297442032765269,0.0609340259899852,-0.5118980953829163,0.8273772438659699,2.4640269015229057,0.4327933656785018,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
20,1,-0.0861380905338189,-1.175735064194511,-0.5540047350335008,-0.9413714272077108,-0.5118980953829163,0.8273772438659699,2.4640269015229057,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,-1.6238025415294657
21,0,0.4940382276729075,0.8505317485662419,0.7603566642550533,0.4816011199729288,-0.5118980953829163,-0.3693648410115938,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
22,1,0.411155896500518,0.8505317485662419,-0.1497204697396845,-0.3046458931962617,-0.5118980953829163,-0.3693648410115938,-0.4058397249567138,-0.4745451962498395,-1.8351149988007645,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
23,1,-1.1636083957748824,-1.175735064194511,-0.4977059634059186,-0.8296970819038674,1.9535138126504803,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,-1.6238025415294657
24,1,-0.0861380905338189,0.8505317485662419,1.4254130314050542,0.8425047648077887,-0.5118980953829163,-1.5661069258891576,-0.4058397249567138,-0.4745451962498395,-1.8351149988007645,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
25,0,-1.7437847139816087,-1.175735064194511,-0.7647225945199747,0.2405108340796102,1.9535138126504803,0.8273772438659699,-0.4058397249567138,2.247470489535184,0.5449249778098338,0.7676298785983874,-0.4978947274915307,0.6158384251930635
26,1,0.742685221190076,-1.175735064194511,-0.7458959988634352,0.6994008183071385,-0.5118980953829163,0.8273772438659699,2.4640269015229057,0.4327933656785018,0.5449249778098338,5.73284383018578,-0.4978947274915307,0.6158384251930635
27,0,-0.0861380905338189,0.8505317485662419,-0.5540047350335008,-0.9413714272077108,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,-1.6238025415294657
28,0,-0.8320790710853244,0.8505317485662419,-0.2939980313823169,1.5630645439328383,-0.5118980953829163,-1.5661069258891576,-0.4058397249567138,2.247470489535184,-1.8351149988007645,2.008933366495236,-0.4978947274915307,0.6158384251930635
29,1,-0.0861380905338189,-1.175735064194511,-0.5082068534135502,-0.8497516826778134,1.9535138126504803,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,-1.6238025415294657
30,0,-0.0861380905338189,0.8505317485662419,-0.5070447549193723,-0.8475157022567751,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,0.6158384251930635
31,0,0.908449883534855,-1.175735064194511,0.880822874422603,0.5555651505841092,-0.5118980953829163,-1.5661069258891576,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,-1.6238025415294657
32,1,-0.0861380905338189,-1.175735064194511,1.2376011133218938,1.5630645439328383,-0.5118980953829163,-1.5661069258891576,2.4640269015229057,0.4327933656785018,-1.8351149988007645,-0.4736736092984604,2.008456697338717,-1.6238025415294657
33,1,-0.0861380905338189,-1.175735064194511,-0.5172516200067901,-0.8672988523685876,1.9535138126504803,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,-1.6238025415294657
34,0,2.1102436855345026,0.8505317485662419,-0.324735303200211,-0.5401326474896715,-0.5118980953829163,-0.3693648410115938,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
35,0,-0.0861380905338189,0.8505317485662419,1.2376011133218938,1.5630645439328383,-0.5118980953829163,-1.5661069258891576,-0.4058397249567138,0.4327933656785018,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,-1.6238025415294657
36,0,1.074214545879634,0.8505317485662419,0.7603566642550533,1.289007924342665,-0.5118980953829163,-1.5661069258891576,-0.4058397249567138,0.4327933656785018,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
37,1,-0.0861380905338189,0.8505317485662419,-0.5537107101132871,-0.940760285505476,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,-1.6238025415294657
38,0,-0.6663144087405454,0.8505317485662419,-0.4962498399915269,-0.8269425125655973,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
39,0,-0.9149614022577138,-1.175735064194511,-0.6397620034291588,0.0609340259899852,1.9535138126504803,0.8273772438659699,-0.4058397249567138,1.340131927606843,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
40,1,-1.2464907269472718,-1.175735064194511,-0.6663047530717822,-0.4653110110780641,1.9535138126504803,0.8273772438659699,-0.4058397249567138,0.4327933656785018,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,-1.6238025415294657
41,0,0.908449883534855,-1.175735064194511,-0.7281444943267246,-0.6518909067886722,-0.5118980953829163,0.8273772438659699,2.4640269015229057,0.4327933656785018,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
42,0,-0.1690204217062084,-1.175735064194511,-0.324735303200211,0.2364366677703862,-0.5118980953829163,-0.3693648410115938,2.4640269015229057,0.4327933656785018,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,0.6158384251930635
43,0,-0.0861380905338189,0.8505317485662419,-0.5070447549193723,-0.8475157022567751,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,-1.6238025415294657
44,1,-2.1581963698435565,-1.175735064194511,-0.33209992739223,1.026926148912604,1.9535138126504803,-0.3693648410115938,-0.4058397249567138,0.4327933656785018,0.5449249778098338,2.008933366495236,-0.4978947274915307,-1.6238025415294657
45,1,-0.8320790710853244,-1.175735064194511,-0.5082068534135502,-0.8497516826778134,1.9535138126504803,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,-0.4978947274915307,-1.6238025415294657
46,0,-0.0861380905338189,0.8505317485662419,-0.4962498399915269,-0.8269425125655973,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,0.6158384251930635
47,0,-0.0861380905338189,0.8505317485662419,-0.5172516200067901,-0.1079546502830178,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,0.4327933656785018,0.5449249778098338,-0.4736736092984604,2.008456697338717,-1.6238025415294657
48,1,-0.0861380905338189,-1.175735064194511,-0.5172516200067901,-0.8672988523685876,1.9535138126504803,0.8273772438659699,-0.4058397249567138,-0.4745451962498395,0.5449249778098338,-0.4736736092984604,2.008456697338717,-1.6238025415294657
49,0,-0.0861380905338189,0.8505317485662419,-0.5539067267267628,0.2728361442823035,-0.5118980953829163,0.8273772438659699,-0.4058397249567138,1.340131927606843,0.5449249778098338,-0.4736736092984604,2.008456697338717,-1.6238025415294657
